Usuario,City,User items,Item title,Item description,Item views,Size,Brand,Status,Price,Color,Likes
cambadosgirl,,3,Vestido rojo Zara volantes,Usado una vez,27,S / 36 / 8,Zara,Muy bueno,"5,00 €",7,2
conchylu0804,,12,Pantalón de vestir. ,Pantalón de vestir. Bolsillos laterales. ,28,5XL / 50 / 22,Festa,Nuevo con etiquetas,"10,00 €",1,0
fellagha1234,Madrid,5,Zapatos de tacón ,"tres pares de tacones 
todos son la talla 38
los marrones son de ante de Uterqüe 
los beige y coral son de Blanco
y los negros son de zara 

están usados, los negros de zara los regalo. ",30,38,Blanco,Satisfactorio,"5,00 €",2,1
lau1172,Barcelona,3,Blusa rallada H&M,blusa blanca con ralla vertical azul. Cuello pico.,29,S / 36 / 8,H&M,Nuevo con etiquetas,"4,00 €",9,2
lau1172,Barcelona,3,Camisa negra H&M,"Camisa peplum manga 3/4, detalle espalda abierta con lazada",40,S / 36 / 8,H&M,Nuevo con etiquetas,"5,00 €",1,0
laura.red,,4,Sujetador de bikini,"Top de bikini, destacable sujeción",146,S / 36 / 8,SheInside,Nuevo con etiquetas,"5,00 €",12,25
lau1172,Barcelona,3,Blusa flores bershka,"blusa manga 3/4, hombro descubierto, talla S",40,S / 36 / 8,Bershka,Nuevo sin etiquetas,"4,00 €",15,4
celiasimongarsetz,,30,Vestido manga abullonada corto Pull,"Nuevo con etiquetas, fotos de como queda puesto x privado ",185,S / 36 / 8,Pull & Bear,Nuevo con etiquetas,"18,00 €",1,15
marujalimon87,Barcelona,12,Bambas/Zapatillas Nike,"(originales) talla 38
",68,38,Nike,Bueno,"20,00 €",11,7
monicamposa,,1,Camisa de cuadros Big Star (algodón) talla M,"Usado pocas veces, en buen estado",21,M / 38 / 10,Big Star,Muy bueno,"3,00 €",1,2
sindaiawen,Alguaire,3,Lote zapatos talla 39,"En muy buen estado, como se ve en una foto (suela), son zapatos usados para un día en una comunión, boda etc. 
Las zapatillas azul marino y camel tienen cuña integrada, estilizan mucho.
Lote variado, vale mucho la pena.
Si te interesa solo un par, o dos o tres hablamos sin problema :)",225,39,Multiples,Muy bueno,"50,00 €",15,6
pelirroja90,,0,Cepillo,"Cepillo/Peine para moldear el pelo con 2 cabezales intercambiables.

",80,,grundig,Muy bueno,"20,00 €",3,5
cleer.g,Tudela,1,Vestido de fiesta o evento,"SIN ESTRENAR POR EL COVID
Vendo vestido de fiesta largo de color verde agua, talla M, ideal para un evento o celebración",294,M / 38 / 10,,Nuevo con etiquetas,"70,00 €",10,11
rushhhhhh,,1,Supreme Brooklyn Box Logo,New and unworn T-shirt. With bag. XL Size. NEGOCIABLE PRICE. 700€ on StockX.,503,XL,Supreme,Nuevo con etiquetas,"310,00 €",8,13
alohomoras,,2,Zapatillas casuales Tijuana,"Zapatillas tipo converse de la marca Tijuana, talla 44 de hombre. ",53,44,Tijuana,Bueno,"10,00 €",1,1
fabiana159,,2,vestido woman secret ,"vendo vestido largo de woman secret talla S está como nuevo utilize apenas una vez, lo vendo por no ponerme, lo compre el año pasado por 29,90, vendo por 15 euros.",446,S / 36 / 8,WOMAN,Muy bueno,"15,00 €",15,7
mabel1010,Colmenar Viejo,2,Chaqueta de punto manga corta Lacoste,"Chaqueta manga corta color gris, en perfecto Estado, marca Lacoste, tipo chaleco, para llevar encima de camiseta manga larga, perfecta para primavera. ",246,L / 40 / 12,Lacoste,Muy bueno,"50,00 €",3,1
hiilaryae04,,1,"“Pantalón Big Lodo” Adidas, mujer.","En venta debido a que se me pasó la fecha de devolución, nuevo sin estrenar. ",115,L / 40 / 12,Adidas,Nuevo con etiquetas,"45,00 €",17,21
noe_lia292,,2,Zapatos tipo botín 39,"Se venden sin usar, por no poder usar tacones. ",60,39,Pimkie,Nuevo sin etiquetas,"7,00 €",23,10
canalonet,,2,Camisa de cuadros sin mangas talla M Bershka mujer,"Camisa de cuadros sin mangas de mujer del Bershka. Roja, blanca y negra.
Talla M - (MEX 28)
Medidas:
Largo 63cm
Hombros 35cm (deja ver los hombros)
Tela ligera, perfecta para el verano, no pesa, es suave.
Tiene un bolsillo. Tiene botones.
--
Lo he usado unas 2 veces. Ya no lo uso por que me va pequeño.",61,M / 38 / 10,Bershka,Nuevo sin etiquetas,"4,00 €",1,16
jaimemestre,Valencia,1,Sandalias de cuña,Usado una vez,12,40.5,Vintage,Muy bueno,"12,00 €",4,0
jhostin88,Barakaldo,11,Botas nuevas para niña marca Lulú ,botas totalmente nuevas. muy bonitas ,22,36,Lulu,Nuevo con etiquetas,"10,00 €",1,5
dvc07,Valladolid,10,Pantalón Purificación Garcia,"utilizado una vez .
98 % algodón
2 % elastano 
",56,M / 38 / 10,Purificacion Garcia,Muy bueno,"10,00 €",1,4
patryscaly,,1,SFERA camisola beige lisa.,"Camisola, talla M, manga 3/4, detalle en puños, cuello y hombros, cordón fino de tela con trabillas en la cintura. Medidas: largo total 85, hombros 45, ancho cintura 52, largo manga 55. 
Usado tres veces. 
",15,M / 38 / 10,Sfera,Muy bueno,"5,00 €",4,0
9loreto,,2,Botines cortos Marypaz 37,talla 37. Rotura cierre izquierda pero cierran bien.,15,37,Marypaz,Satisfactorio,"5,00 €",1,0
nnrosell,,2,Chaqueta de cuero Only,"usado una vez, talla 38",208,M / 38 / 10,ONLY,Muy bueno,"15,00 €",11,34
fashionbet_8,Barcelona,2,Esclava TOUS,"Esclava TOUS de plata, colección Animalandia, en perfecto estado. ",77,,Tous,Muy bueno,"80,00 €",13,4
ainis_a,Madrid,3,Bolso mini Pull and Bear,Bolso mini granate  de Pull and Bear,204,,Pull & Bear,Muy bueno,"5,00 €",23,19
joan217905,Tortosa,2,Chaleco ,Usado 4/5 veces. Talla L. En perfecto estado. Como nuevo,23,L,Sin Marca,Muy bueno,"6,00 €",27,0
ainis_a,Madrid,3,Top negro joya de Blanco,Blusa negra con collar incorporado (se puede quitar). Muy poco uso. Talla S pero amplia. Marca: Blanco. ,41,S / 36 / 8,Blanco,Muy bueno,"5,00 €",1,3
mariana8900,,1,Reloj Fossil Gen 4 smartwatch,"Reloj inteligente para mujer. Diámetro 40mm grosor 13 mm ancho de la correa 18mm. Funciones: seguimiento del ritmo cardíaco, GPS, Google pay, apto para nadar, esferas personalizables, control de música, correas intercambiables. Se entrega el reloj con correa de regalo de caucho negra, marca Archer. Precio negociable. ",752,,Fossil,Muy bueno,"150,00 €",24,34
zervio,,1,Zapatilla de verano ,"Zapatilla de verano 
Marca: Alpargatus 
Modelo: Valenciana plana 3 cintas, Serraje crudo.
Fabricada en España 100%
Talla: 36

Sin uso. Nunca se han utilizado. Nuevas.",293,36,Alpargatus,Nuevo con etiquetas,"25,00 €",1,14
jmnzx_8,,1,Cazadora 3 en 1 The North Face ,"Cazadora 3 en 1 The North Face con forro desmontable.
Nueva, a estrenar, con las etiquetas puestas.
Original.
Talla XS de Hombre. ",170,XS,The North Face,Nuevo con etiquetas,"140,00 €",1,2
jesus197619761976,Madrid,1,Zapatillas Salomon. Talla 42'5,"Usado solo una vez. Nuevas cuestan 70, las vendo por 50",230,Otros,Salomon,Nuevo sin etiquetas,"50,00 €",1,1
ale-0210,Gandia,12,Tacones Negros ,"Usado, en buen estado ",42,35,Sin Marca,Bueno,"3,00 €",1,4
pazm80,Badajoz,3,Maillot ballet fantasía con alas,"Usado dos veces, hecho por modista,alta calidad de los materiales, tirantes ajustables para edad entre 6 y 9 años",96,8 años / 122-128 cm,,Muy bueno,"20,00 €",9,5
alex.abc,Madrid,2,Reloj Garmin Quatix 3,Reloj de navegación con GPS multideporte en perfecto estado. Smartwatch Con la caja original y todos los accesorios + varias correas de recambio. Duracion de la batería 20 dias en modo reloj. ,182,,Garmin,Muy bueno,"200,00 €",13,5
jma2019,Leon,47,Sandalias de tacon ,"Sandalias de tacon usadas, talla 36. Marca lolablue.",32,36,,Muy bueno,"3,00 €",1,0
jma2019,Leon,47,Zapatos de tacon comprados en tack,"Zapatos de tacon marca chika 10, comprados en tack. Talla 35 grande. Usados una vez.",26,35,,Muy bueno,"3,00 €",1,1
jma2019,Leon,47,Zapatos de tacon color azul clarito,"Zapatos MARIPAZ nuevos a estrenar, color azul muy clarito.",30,35,Marypaz,Nuevo sin etiquetas,"3,00 €",17,1
jciglesias,Valladolid,8,Pantalon vaquero corto,Pantalon corto con peto,35,S / 36 / 8,Pull & Bear,Bueno,"5,00 €",9,1
2020_l,,1,Camiseta Bimba y Lola ,Talla xs. Un solo uso.,36,XS / 34 / 6,Bimba y Lola,Muy bueno,"10,00 €",1,5
elpadawano,,1,Chaqueta air jordan,Chaqueta Jordan,571,L,Jordan,Nuevo sin etiquetas,"30,00 €",1,34
araca17,,3,Trenca roja Top Shop,"En perfecto estado. Muy calentita, 80% Lana. Talla 40.",162,L / 40 / 12,Topshop,Muy bueno,"50,00 €",7,10
goncalonuno08,,1,Nike tiempo premier II ,"Nike tiempo premier II usadas dos veces, vendo el producto por error de talla( talla 46), compradas en Nike, su valor son de 99€ en la tienda.",116,46,Nike,Muy bueno,"50,00 €",1,2
elpadawano,,1,Chaqueta air jordan,Chaqueta Jordan,571,L,Jordan,Nuevo sin etiquetas,"30,00 €",1,34
araca17,,3,Trenca roja Top Shop,"En perfecto estado. Muy calentita, 80% Lana. Talla 40.",162,L / 40 / 12,Topshop,Muy bueno,"50,00 €",7,10
goncalonuno08,,1,Nike tiempo premier II ,"Nike tiempo premier II usadas dos veces, vendo el producto por error de talla( talla 46), compradas en Nike, su valor son de 99€ en la tienda.",116,46,Nike,Muy bueno,"50,00 €",1,2
jackiec5,Madrid,1,Gafas de Sol Guess,Gafas de Sol de la marca Guess en muy buen estado. ,484,,Guess,Muy bueno,"50,00 €",1,48
pao1043,Valladolid,5,Trona Musical bebe ,"Con esta trona podras escuchar melodias, aprender mientras comes, super facil de transportar.
Asiento elevador con bandeja de actividades, botones con luz, engranajes, mariposa con bolitas de colores, sonidos y divertidas melodías, arnes y correa con 3 puntos de fijación para sujetar a una silla, respaldo desmontable, se pliega de forma compacta, limpieza muy facil, llega con pilas y el manual de instrucciones.!",43,,bebe,Muy bueno,"12,00 €",,0
emarrogar,Valencia,1,Pack de sujetadores talla 90,"Pack de dos sujetadores con detalles en el escote talla 90 sin aros, nuevos sin usar y de buena calidad color blanco y gris claro",153,Otro,ASOS,Nuevo con etiquetas,"10,00 €",3,25
alex_11811,Albacete,3,Reloj automático MM,Reloj automático Marina Militare 40mm. Dial hecho a medida. Gran variedad de correas.,185,,Sin Marca,Nuevo sin etiquetas,"150,00 €",1,10
juanmaaa1,,2,Pantalón Nike ,"Me lo he puesto 2 veces, está nuevo 
Lo vendo porque me queda demasiado grande. 


ningún desperfecto 

",234,XS,Nike,Muy bueno,"30,00 €",8,31
romeriiiiin,Madrid,2,Chaqueta vintage Adidas Holanda 88,"Chaqueta Adidas gama originals de la selección holandesa, con motivos del mundial de fútbol de 1988. Poco uso.",206,M,Adidas,Muy bueno,"125,00 €",11,4
lunamonzon,Leganes,1,"Cremas De  Belleza, Serún, Cremas De Manos","(1)Facial Antiedad Día /Noche SkinTech
 Prebiotic 50ml

(2)Serún  Facial Antiedad SKINTHECH Prebiotic

",165,,Cristianlay,Nuevo con etiquetas,"19,95 €",,3
silsanvi,,5,Perfume Loewe Aura White Magnolia,"Perfume Loewe Aura White Magnolia.

Nueva a estrenar.

Medida 50ml.",70,,Loewe,Nuevo con etiquetas,"40,00 €",,6
mariasc15,Alicante,1,Leggins vaqueros Calzedonia,Nuevos talla M,176,M / 38 / 10,Calzedonia,Nuevo sin etiquetas,"10,00 €",27,11
david0809dm,Granada,1, Bañador Emporio Armani,"Precioso bañador ARMANI de alta costura, sin estrenar nuevo y flamante para lucirlo en la plallita o en la piscina

PRECIO DE TIENDA = 110€ 
SE VENDE POR = 80€ negociables",312,XL,Armani,Nuevo con etiquetas,"80,00 €",1,6
valery3232,,0,Artesanías ,"Todo tipo de artesanías velas. Botellas, frascos todo. Para la decoración del hogar todo hecho a mano ",85,,,Muy bueno,"5,00 €",20,3
juanbm89,,1,Bugaboo Camaleon,Vendo Carro Bugaboo con todos módulos. Estilo cuna y sillita. Incluyo accesorios originales Bugaboo como son el saquito y la funda para la lluvia. Perfecto estado.,252,,Bugaboo,Muy bueno,"250,00 €",,11
itomenezz,,1,Bañador Emidio Tucci talla M,"Nuevo a estrenar, con tiquet. ",174,M,el corte ingles,Nuevo con etiquetas,"35,00 €",12,8
angelchaverogarcia,,3,Camiseta Original Real Madrid,Usada por Michel Salgado,371,L,Adidas,Muy bueno,"290,00 €",12,4
davidlo_8,Cornellà de Llobregat,2,Puma Future 5.1 netfit osg FG/AG - Talla 42.5 ,Botas de gama alta. Con precio en tienda de 209€ actualmente. Se venden por equivocación de talla. Nuevas a estrenar. ,136,42.5,Puma,Nuevo con etiquetas,"115,99 €",8,5
gustavo87,Almería,1,Botas Adidas 16.1,"Botas de fútbol Adidas 16.1,profesional gama alta,usado únicamente en césped natural,se pueden usar también en césped artificial de última generación #Futbol #professional #adidas 
",312,44,Adidas,Bueno,"30,00 €",1,7
queraltruru,,1,Botas Negras de Maripaz,"Botas de tacón, número 40. Un solo uso. Prácticamente nuevas.",312,40,Marypaz,Muy bueno,"15,00 €",1,37
carlos1004,Vecindario,1,Reloj Casio g-shock,"Vendo reloj original de la marca Casio, modelo g-shock, es resistente al agua, esta nuevo con su caja original.",537,,G-Shock,Muy bueno,"60,00 €",1,23
albacarrest,Sevilla,2,Top hombro descubierto negro - Bershka,"Top fruncido de terciopelo negro de bershka A ESTRENAR, con la etiqueta puesta.
Al ser fruncido y tener elástico puede dar más talla.",217,L / 40 / 12,Bershka,Nuevo con etiquetas,"12,00 €",1,15
patri070988,Coria,2,Bañador Mistral.,Bañador con espalda al aire y escote en V. Talla M. Nuevo a estrenar. Viene con la etiqueta y con el protector higiénico.,75,M / 38 / 10,Mistral,Nuevo con etiquetas,"15,00 €",15,5
gloriacerk,,2,Blusa mostaza hombro abierto,"Blusa color mostaza sin estrenar con manga izquierda larga acampanada y manga derecha de tirantes. La blusa va forrada por dentro y mide 118 cm de contorno de pecho. Talla 48/50.
",161,4XL / 48 / 20,LG disseny,Nuevo con etiquetas,"25,00 €",29,9
sandra_naharro,,3,Pantalón de vestir Stradivarius,Usado poco,610,M / 38 / 10,Stradivarius,Nuevo sin etiquetas,"6,00 €",1,53
rooochi810,Sevilla la Nueva,29,Vestido blanco Zara,"vestido elegante corto, talla M, con etiqueta",1798,M / 38 / 10,Zara,Nuevo con etiquetas,"30,00 €",12,170
ana.bike,,2,Vestido ocasión especial,Vestido de la diseñadora valenciana Maribel Ruiz. Talla 40. A estrenar,117,L / 40 / 12,Maribel ruiz,Nuevo sin etiquetas,"120,00 €",12,2
inesdonetdonet,,1,"Pack triciclo, y dos correpasillos","Triciclo verde de molto, unisex, con cinturón de seguridad. 
 Correpasillos de rayo mc Queen, color rojo, funciona la musiquilla.
Correpasillos, color verde, de la marca molto, con asa de arrastre, y se levanta el asiento para guardar sus cositas.",41,Talla única,,Muy bueno,"70,00 €",,0
germansagredo,Irun,3,Nike Cortez como nuevas🔥,Zapatillas como nuevas usadas 2 veces y bien cuidadas.,346,45,Nike,Muy bueno,"60,00 €",29,12
celiciago,Reus,2,Vestido 100% seda Carolina Herrera,"Espectacular vestido de seda estilo boho, con una gra caída y una flores amarillas estampadas. El vestido está totalmente nuevo, me lo compré para una boda pero me quedé embarazada y nunca lo llegué a usar. Una joya, me costó 795€. Como tiene esta caída sirve des una 34 a una 40.",1313,S / 36 / 8,Carolina Herrera,Nuevo sin etiquetas,"300,00 €",8,36
gary1711,,2,Aplique lámpara de pared,"Lámpara de madera rústica hecha a mano, para interior o exterior. Diferentes acabados y medidas. Puede instalarse como aplique de pared o cómo lámpara para de mesa de noche.",480,,,Nuevo con etiquetas,"27,00 €",15,31
amdominguez,Madrid,1,Camiseta Real Madrid,"camiseta Real Madrid talla M
sin nombre en espalda.",193,M,Adidas,Muy bueno,"25,00 €",12,5
nurie-tatimoneda,Pamplona/Iruña,1,"Camiseta de porteo,cojin anitvuelco,zapatitos número 19 y 2 pares del número 20 nuevos ","Camiseta de porteo usada 3 meses,indica talla xl pero para una L esta perfecta,tiene que quedar ceñida para dar mayor sujeción al bebé.
Zapatos usados 1 mes y medio en casa durante el confinamiento no le ha dado tiempo ha usarlos en l calle porque se le quedaron pequeños enseguida..los verdes don talla 19 (usados cuando comenzó a ponerse de pie) los otros 2 pares  son número 20 usados en casa.
Cojin anitvuelco usado de recién nacido.",28,19,garvalin,Muy bueno,"20,00 €",9,1
carlamanresaa,Palma de Mallorca,2,zapatillas Nike SB rosa palo,"Zapatillas Nike para hacer skate, están muy bien cuidadas.",870,39,Nike,Bueno,"30,00 €",12,77
aniushkiss20,,3,Zuecos Crocs,"zuecos sin estrenar, nuevos, marca crocs, color marrón.
Talla 38/39",41,38,Crocs,Nuevo sin etiquetas,"18,00 €",2,2
marinadlgo,Alcalá de Henares,2,Polo corto azul marino de Tommy Hilfiger,"Talla S, sin usar.",70,Talla única,Arizona,Nuevo con etiquetas,"20,00 €",27,6
susanag09,Burriana,3,Pantalones cortos de Pull&Bear,"Usado muy pocas veces, está perfecto.",107,L / 40 / 12,Pull & Bear,Muy bueno,"7,00 €",9,20
juanka1069,,1,Libros ,Libros 3° Primaria,32,,,Muy bueno,"75,00 €",,0
martagm90,Córdoba,1,Zapatos Tino González. Número 39. Negros. 2 usos.,Se venden zapatos Tino González del número 39. Color negro. Tacón de 8 cm. Solamente se han usado 2 veces.,75,39,Tino gonzález,Muy bueno,"25,00 €",1,2
khalidad,Oviedo,2,Jersey / Adolfo Dominguez / Talla 6 ó L,"No se llegó a estrenar
Composición: 74% Acrílico / 19% Lana Merina / 7% Poliester
PVP: 60€",185,XL,Adolfo Dominguez,Nuevo sin etiquetas,"25,00 €",15,6
sergiob825,,1,Air Jordan 1 High OG Satin Snake Red,"Sin estrenar, con etiquetas y paquete original.",1666,39,Nike,Nuevo con etiquetas,"230,00 €",7,130
marina08021996,,1,Manoletinas con borla,Sin estrenar. Talla 36. Vendo porque al quitarle la etiqueta vi que me venían estrechas.,175,36,Primark,Nuevo sin etiquetas,"5,00 €",1,15
juddm96,Barcelona,1,Funko Pesadilla antes de navidad,Funko pop Vampire Teddy with duck de Pesadilla antes de navidad. En perfecto estado. Nunca sacado de la caja.,64,Prematuro / máx. 44 cm,Disney,Nuevo con etiquetas,"10,00 €",,24
mbd46,Barcelona,1,Capazo+silla de paseo Jane,"Se venden las dos piezas (capazo+silla paseo Jane) por 90€. Regalo el bolso a conjunto. El capazo se recoge y queda plano facilitando se transporte. Piezas compatibles con estructuras de Jane Mum, Rider, Kawai y Kendo. 
*Capazo en perfecto estado y silla en buen estado.
*Se pueden vender por separado. 
*No incluye estructura base. ",212,,Jane,Muy bueno,"90,00 €",,9
juditamoedo,"Esfarrapada, A (Salceda)",3,Vans Era Stacked ,"Talla 38.5
Nuevas sin ningún tipo de uso. Las vendo porque se me acabó el plazo de devolución y me van grandes. 
Se puede negociar precio. 
Cualquier duda pregunten sin ningún compromiso. ",108,38.5 ,Vans,Nuevo con etiquetas,"72,50 €",1,13
anneb-88,Barakaldo,1,Mesa de centro Liatorp SIn Estrenar ,"Se vende mesa de centro para salón Liatorp, está sin estrenar 
medidas 92x92
precio negociable ",88,,Liatorp,Nuevo sin etiquetas,"115,00 €",,2
bane161420,Cuntis (Santa Maria),1,Vestido de Novia,Vestido de novia echo a mano,490,M / 38 / 10,,Muy bueno,"400,00 €",4,3
mdff003,,3,Pantalones h&m,Usado una vez,66,XXS / 32 / 4,H&M,Nuevo sin etiquetas,"3,00 €",12,9
anneb-88,Barakaldo,1,Mesa de centro Liatorp SIn Estrenar ,"Se vende mesa de centro para salón Liatorp, está sin estrenar 
medidas 92x92
precio negociable ",88,,Liatorp,Nuevo sin etiquetas,"115,00 €",,2
bane161420,Cuntis (Santa Maria),1,Vestido de Novia,Vestido de novia echo a mano,490,M / 38 / 10,,Muy bueno,"400,00 €",4,3
mdff003,,3,Pantalones h&m,Usado una vez,66,XXS / 32 / 4,H&M,Nuevo sin etiquetas,"3,00 €",12,9
mariaasensio,,3,Zapatillas converse negras,"Usadas varias veces pero se conservan bien, suela fina ",36,36,Converse,Bueno,"10,00 €",1,0
dcastrom,Arroyomolinos,3,Pantalones de Vestir,tres pantalones de vestir en lana fría dos tonos de gris y uno azul marino de talla 42,15,M,Loewe,Nuevo con etiquetas,"100,00 €",3,1
karina_souto,Xil (Santa Eulalia),1,Botines negros de Musse & Cloud,"Usado un par de horas, son la talla 37 pero sirven para 37,5 incluso 38 (que es la talla que utilizo habitualmente). Están completamente forrados por dentro, son muy calentitos. ",358,37,MUsse & cloud,Muy bueno,"45,00 €",1,36
rafaelaextremera,Martorell,2,Ofertas Vestidos de verano 4 unidades ,Vestidos de verano 1 con etiqueta y los otros solo usado 1 vez ,81,M / 38 / 10,varias,Muy bueno,"10,00 €",15,0
martar-86,Zaragoza,3,Vestido para boda Teria Yabar talla 38. Espectacular. ,Usado una vez,1733,M / 38 / 10,Teria Yabar,Muy bueno,"190,00 €",5,33
